HOUSEHOLD_KEY,BASKET_ID,DAY,PRODUCT_ID,QUANTITY,SALES_VALUE,STORE_ID,RETAIL_DISC,TRANS_TIME,WEEK_NO
11,30000000036,2021-09-11,1034,3,23.69,300,0.0,1644,37
41,30000000037,2021-08-14,1043,3,23.29,400,0.0,1221,33
68,30000000037,2021-09-08,1027,1,1.52,400,0.15,1913,36
49,30000000037,2021-02-14,1008,2,5.47,500,0.0,1830,7
44,30000000038,2021-11-08,1038,2,18.76,400,0.0,955,45
5,30000000038,2021-02-05,1008,4,7.49,300,0.75,1003,6
68,30000000038,2021-09-11,1008,3,20.82,400,0.0,1192,37
73,30000000039,2021-04-29,1019,4,4.28,300,0.0,1217,17
44,30000000039,2021-08-20,1039,1,3.09,300,0.31,979,34
66,30000000039,2021-05-25,1034,3,22.93,500,0.0,1893,21
38,30000000040,2021-05-08,1032,1,7.51,400,0.0,1787,19
98,30000000040,2021-03-17,1020,1,4.58,300,0.0,1807,11
49,30000000040,2021-04-04,1018,1,7.81,300,0.0,2165,14
71,30000000041,2021-07-23,1019,3,21.17,300,0.0,1562,30
1,30000000041,2021-01-26,1014,3,8.31,400,0.83,1254,4
32,30000000041,2021-12-25,1040,1,2.19,500,0.0,1946,52
82,30000000042,2021-11-09,1001,3,13.06,400,0.0,1875,45
37,30000000042,2021-09-12,1018,2,8.51,400,0.0,2021,37
43,30000000042,2021-05-13,1013,3,9.97,300,0.0,817,19
30,30000000043,2021-08-14,1011,3,22.18,500,0.0,1637,33
48,30000000043,2021-08-20,1021,3,10.44,400,0.0,2127,34
65,30000000043,2021-02-27,1030,2,2.24,500,0.22,1459,9
25,30000000044,2021-01-15,1048,1,3.1,300,0.0,968,3
74,30000000044,2021-12-10,1028,3,28.63,400,0.0,1021,50
80,30000000044,2021-08-20,1047,4,12.44,300,0.0,824,34
59,30000000045,2021-04-28,1001,2,13.9,500,0.0,1734,17
78,30000000045,2021-11-22,1044,3,11.02,400,0.0,1079,47
34,30000000045,2021-08-30,1035,4,38.41,300,0.0,1467,35
69,30000000046,2021-09-08,1038,1,5.59,500,0.0,1512,36
2,30000000046,2021-03-20,1012,2,16.56,400,0.0,1832,12
33,30000000046,2021-04-13,1024,3,25.49,500,0.0,1373,15
90,30000000047,2021-02-06,1004,4,33.99,500,0.0,1136,6
42,30000000047,2021-07-03,1044,3,24.38,300,0.0,2137,27
59,30000000047,2021-08-20,1005,3,26.37,500,0.0,980,34
64,30000000048,2021-07-13,1033,1,9.64,300,0.96,1739,28
19,30000000048,2021-11-05,1020,2,12.69,400,0.0,1829,45
21,30000000048,2021-10-23,1035,2,11.6,500,0.0,1537,43
74,30000000049,2021-10-14,1035,3,18.86,400,0.0,1610,41
31,30000000049,2021-11-17,1041,2,9.3,500,0.0,1648,46
58,30000000049,2021-02-06,1011,4,36.0,400,0.0,2151,6
61,30000000050,2021-06-11,1012,3,29.98,300,0.0,1499,24
70,30000000050,2021-01-01,1045,2,21.59,500,2.16,1420,1
17,30000000050,2021-01-15,1045,4,22.41,400,0.0,946,3
38,30000000051,2021-04-06,1045,2,16.11,300,0.0,1129,14
55,30000000051,2021-12-24,1041,2,9.42,500,0.0,1651,52
68,30000000051,2021-02-18,1027,1,5.78,400,0.58,1649,7
92,30000000052,2021-04-23,1044,2,8.64,300,0.0,910,17
76,30000000052,2021-08-17,1033,3,26.3,300,0.0,2143,33
73,30000000052,2021-11-20,1006,3,18.5,300,0.0,2015,47
32,30000000053,2021-04-11,1004,2,18.35,500,0.0,891,15
23,30000000053,2021-05-27,1042,1,5.66,400,0.0,1668,21
84,30000000053,2021-08-28,1050,4,33.26,500,0.0,1349,35
83,30000000054,2021-01-10,1018,3,17.68,500,0.0,1581,2
58,30000000054,2021-11-21,1040,5,10.68,400,0.0,1297,47
81,30000000054,2021-10-20,1007,2,19.4,500,0.0,1029,42
24,30000000055,2021-02-06,1002,4,27.25,300,0.0,946,6
81,30000000055,2021-09-11,1004,4,19.26,400,0.0,1418,37
80,30000000055,2021-07-03,1022,3,21.98,400,0.0,1291,27
1,30000000056,2021-07-17,1002,2,7.55,300,0.0,1271,29
74,30000000056,2021-10-03,1036,2,6.04,400,0.0,1885,40
31,30000000056,2021-07-15,1035,2,25.4,500,0.0,1239,28
100,30000000057,2021-09-30,1036,3,16.21,400,1.62,1856,39
1,30000000057,2021-02-19,1017,2,8.71,400,0.87,838,8
91,30000000057,2021-09-19,1033,3,10.49,300,0.0,1900,38
32,30000000058,2021-04-01,1012,2,12.09,500,0.0,1486,13
54,30000000058,2021-04-30,1015,3,29.72,400,0.0,1291,18
61,30000000058,2021-11-12,1045,3,10.74,500,0.0,1909,46
13,30000000059,2021-02-04,1032,3,7.97,300,0.0,1395,5
95,30000000059,2021-05-07,1048,4,14.72,500,0.0,2119,19
3,30000000059,2021-03-29,1049,1,3.63,500,0.0,1034,13
56,30000000060,2021-10-07,1049,4,25.63,300,0.0,1712,40
56,30000000060,2021-01-08,1013,4,22.73,300,0.0,860,2
54,30000000060,2021-07-21,1043,4,12.99,400,0.0,1107,29
46,30000000061,2021-06-29,1032,1,4.9,500,0.49,1928,26
66,30000000061,2021-11-17,1050,4,19.37,400,0.0,1546,46
68,30000000061,2021-08-22,1027,2,9.25,300,0.0,1253,34
63,30000000062,2021-01-10,1026,2,2.36,300,0.0,1552,2
80,30000000062,2021-02-28,1004,3,6.4,500,0.0,1382,9
93,30000000062,2021-01-29,1049,3,18.9,400,0.0,894,5
17,30000000063,2021-03-23,1030,4,27.04,500,0.0,1110,12
89,30000000063,2021-09-13,1015,4,31.45,500,0.0,980,37
29,30000000063,2021-08-16,1027,2,7.74,500,0.0,1818,33
93,30000000064,2021-07-31,1002,3,14.18,300,0.0,1033,31
61,30000000064,2021-01-09,1011,4,19.1,300,0.0,1288,2
78,30000000064,2021-02-06,1008,5,24.19,300,0.0,1332,6
31,30000000065,2021-06-30,1002,3,32.2,500,0.0,2083,26
69,30000000065,2021-06-30,1010,1,11.14,400,0.0,2040,26
64,30000000065,2021-04-11,1004,1,5.92,400,0.0,1824,15
60,30000000066,2021-09-26,1023,1,12.41,300,0.0,827,39
83,30000000066,2021-06-14,1016,3,27.32,300,0.0,1675,24
97,30000000066,2021-07-10,1045,4,11.56,300,1.16,1982,28
26,30000000067,2021-08-09,1042,4,31.49,500,3.15,1421,32
72,30000000067,2021-11-01,1018,3,12.51,400,0.0,1505,44
100,30000000067,2021-01-16,1039,5,21.03,300,0.0,1623,3
64,30000000068,2021-09-07,1017,2,12.68,300,0.0,1290,36
12,30000000068,2021-06-15,1014,2,9.66,300,0.0,1621,24
30,30000000068,2021-01-20,1049,2,4.91,300,0.0,1517,3
17,30000000069,2021-11-06,1021,4,18.3,400,1.83,1615,45
55,30000000069,2021-04-28,1031,2,19.64,500,0.0,1439,17
18,30000000069,2021-06-16,1026,3,27.17,300,0.0,2191,24
59,30000000070,2021-10-02,1032,3,18.01,400,1.8,1930,40
72,30000000070,2021-12-17,1021,4,35.57,400,3.56,1300,51
67,30000000070,2021-12-08,1046,4,43.73,300,0.0,958,49
60,30000000071,2021-08-28,1044,2,25.03,300,0.0,843,35
56,30000000071,2021-05-26,1041,4,39.28,300,0.0,2042,21
81,30000000071,2021-07-30,1047,3,17.76,500,1.78,1889,31
14,30000000072,2021-07-30,1017,1,10.77,500,0.0,880,31
31,30000000072,2021-10-06,1048,2,29.25,300,0.0,1553,40
53,30000000072,2021-06-01,1028,2,4.88,500,0.0,2190,22
81,30000000073,2021-04-01,1008,4,14.25,300,1.43,955,13
2,30000000073,2021-04-01,1006,3,12.19,400,1.22,2016,13
59,30000000073,2021-04-28,1012,2,4.19,300,0.42,1363,17
39,30000000074,2021-06-21,1012,3,16.71,500,0.0,2192,25
29,30000000074,2021-10-06,1031,2,22.48,300,2.25,1691,40
13,30000000074,2021-12-07,1033,3,22.82,300,0.0,1548,49
29,30000000075,2021-11-14,1001,2,29.78,300,2.98,1686,46
9,30000000075,2021-01-01,1042,2,18.81,500,1.88,2024,1
94,30000000075,2021-03-27,1038,3,6.2,400,0.0,1300,13
63,30000000076,2021-08-08,1019,1,4.35,400,0.0,833,32
86,30000000076,2021-09-30,1044,1,4.3,400,0.0,1004,39
85,30000000076,2021-10-24,1005,3,9.32,400,0.93,1591,43
38,30000000077,2021-07-08,1008,1,4.43,400,0.0,1837,27
27,30000000077,2021-06-23,1015,2,12.05,500,0.0,999,25
35,30000000077,2021-08-13,1014,2,18.36,300,0.0,1847,33
15,30000000078,2021-01-27,1005,2,19.83,500,0.0,1162,4
13,30000000078,2021-05-20,1050,3,14.11,500,0.0,878,20
1,30000000078,2021-02-20,1027,3,11.68,500,0.0,2062,8
88,30000000079,2021-10-27,1026,3,12.08,300,1.21,2025,43
37,30000000079,2021-12-03,1043,2,15.48,300,0.0,1636,49
6,30000000079,2021-11-05,1033,4,13.12,300,0.0,1158,45
90,30000000080,2021-09-20,1047,3,26.76,500,0.0,1984,38
33,30000000080,2021-09-06,1039,4,40.98,300,4.1,1496,36
59,30000000080,2021-05-02,1014,4,47.02,400,0.0,1722,18
89,30000000081,2021-09-06,1044,2,6.53,300,0.0,868,36
94,30000000081,2021-10-23,1010,4,25.57,300,0.0,1265,43
99,30000000081,2021-07-10,1022,2,9.81,400,0.0,2074,28
38,30000000082,2021-02-06,1015,2,13.52,400,0.0,2019,6
78,30000000082,2021-07-07,1042,4,19.56,400,0.0,1805,27
90,30000000082,2021-12-13,1042,2,5.47,300,0.0,1531,50
55,30000000083,2021-12-11,1045,1,8.71,500,0.0,812,50
62,30000000083,2021-10-20,1036,3,4.59,400,0.0,2012,42
16,30000000083,2021-10-18,1030,3,14.87,500,0.0,1282,42
95,30000000084,2021-10-14,1013,3,16.53,300,0.0,2084,41
64,30000000084,2021-11-20,1001,2,6.22,300,0.0,1469,47
51,30000000084,2021-04-10,1031,2,17.55,500,0.0,892,15
7,30000000085,2021-01-22,1007,3,14.11,400,0.0,1805,4
52,30000000085,2021-07-05,1038,2,14.16,300,0.0,2070,27
29,30000000085,2021-09-21,1018,1,11.86,300,0.0,2033,38
74,30000000086,2021-01-19,1010,3,15.16,300,0.0,2076,3
14,30000000086,2021-12-29,1002,2,22.51,300,0.0,1497,52
78,30000000086,2021-04-12,1008,2,11.61,300,0.0,1241,15
15,30000000087,2021-03-10,1018,1,9.24,300,0.0,1211,10
16,30000000087,2021-07-24,1047,2,23.88,400,0.0,1104,30
75,30000000087,2021-02-21,1023,2,14.73,400,0.0,1610,8
82,30000000088,2021-10-29,1042,3,37.97,300,3.8,1968,44
28,30000000088,2021-02-07,1036,3,14.33,400,0.0,1605,6
10,30000000088,2021-11-25,1044,4,22.22,400,0.0,2053,47
24,30000000089,2021-07-18,1036,2,9.46,300,0.0,1910,29
39,30000000089,2021-08-14,1036,4,16.36,300,0.0,1980,33
23,30000000089,2021-08-20,1047,2,6.54,500,0.65,1520,34
44,30000000090,2021-01-06,1023,1,8.28,400,0.0,1291,1
55,30000000090,2021-09-26,1043,1,9.02,400,0.0,1597,39
21,30000000090,2021-07-03,1048,5,44.85,500,0.0,1219,27
89,30000000091,2021-03-30,1005,4,6.89,500,0.0,883,13
21,30000000091,2021-07-24,1005,3,13.87,300,0.0,2012,30
92,30000000091,2021-05-07,1009,3,5.28,300,0.0,1162,19
43,30000000092,2021-04-16,1002,3,21.18,300,0.0,2173,16
40,30000000092,2021-11-17,1042,1,8.59,300,0.0,873,46
32,30000000092,2021-06-21,1036,2,2.11,500,0.0,1320,25
87,30000000093,2021-08-03,1046,3,25.74,500,0.0,1021,31
94,30000000093,2021-10-14,1016,2,18.45,300,0.0,1856,41
68,30000000093,2021-07-12,1015,1,7.96,300,0.0,2185,28
98,30000000094,2021-02-12,1021,2,9.13,500,0.91,1172,7
63,30000000094,2021-02-09,1034,1,1.29,500,0.0,1745,6
24,30000000094,2021-05-03,1016,3,26.7,300,0.0,1714,18
88,30000000095,2021-02-16,1047,4,18.1,400,0.0,1702,7
3,30000000095,2021-06-17,1011,1,8.13,300,0.0,1904,24
87,30000000095,2021-11-08,1022,2,2.6,300,0.0,1758,45
57,30000000096,2021-06-16,1031,4,11.7,400,0.0,898,24
74,30000000096,2021-03-13,1001,4,32.44,400,0.0,2166,11
97,30000000096,2021-07-19,1016,4,21.91,300,0.0,1292,29
63,30000000097,2021-03-06,1030,2,7.47,500,0.0,1202,10
39,30000000097,2021-01-16,1022,3,7.19,300,0.0,1489,3
20,30000000097,2021-02-24,1030,3,16.68,300,0.0,2066,8
56,30000000098,2021-08-16,1026,3,28.0,500,2.8,2035,33
84,30000000098,2021-03-13,1039,2,4.19,300,0.0,1303,11
19,30000000098,2021-08-04,1002,3,5.71,400,0.57,1735,31
65,30000000099,2021-11-04,1023,3,10.85,500,1.08,1534,44
10,30000000099,2021-08-16,1010,3,19.61,400,0.0,1586,33
16,30000000099,2021-04-15,1038,3,14.97,400,0.0,1908,15
35,30000000100,2021-08-14,1019,1,8.41,300,0.84,2133,33
93,30000000100,2021-09-08,1012,3,9.4,400,0.0,1940,36
45,30000000100,2021-11-05,1016,4,21.23,400,0.0,1915,45
3,30000000101,2021-11-14,1005,1,8.05,400,0.0,1541,46
92,30000000101,2021-06-23,1029,3,25.07,400,0.0,2165,25
56,30000000101,2021-08-08,1022,5,50.22,300,0.0,930,32
30,30000000102,2021-10-02,1030,3,28.93,300,0.0,2153,40
18,30000000102,2021-02-08,1026,2,6.43,400,0.0,990,6
77,30000000102,2021-03-25,1013,2,8.42,300,0.0,1413,12
35,30000000103,2021-06-04,1032,2,4.02,400,0.4,1688,23
87,30000000103,2021-03-27,1016,4,19.18,400,1.92,1640,13
38,30000000103,2021-05-31,1049,1,12.98,400,0.0,1341,22
9,30000000104,2021-10-29,1010,4,35.04,300,0.0,1886,44
26,30000000104,2021-08-09,1034,3,28.16,300,0.0,2036,32
85,30000000104,2021-12-22,1014,4,22.06,300,2.21,1107,51
81,30000000105,2021-01-19,1003,3,17.88,500,0.0,1835,3
79,30000000105,2021-04-20,1008,3,28.92,400,0.0,1501,16
73,30000000105,2021-06-02,1034,3,12.01,300,0.0,1979,22
36,30000000106,2021-08-10,1036,1,5.58,400,0.56,1337,32
28,30000000106,2021-12-27,1023,3,4.42,300,0.0,1979,52
74,30000000106,2021-07-12,1005,4,20.45,500,0.0,1916,28
10,30000000107,2021-07-15,1036,3,25.89,400,0.0,1956,28
11,30000000107,2021-06-21,1044,4,26.16,300,0.0,1465,25
2,30000000107,2021-12-18,1010,3,15.54,400,0.0,1524,51
46,30000000108,2021-09-28,1048,1,1.12,300,0.0,1144,39
6,30000000108,2021-04-22,1037,3,19.56,400,1.96,1249,16
34,30000000108,2021-10-10,1005,3,25.45,500,2.54,1574,41
83,30000000109,2021-01-08,1032,4,13.13,300,0.0,1011,2
78,30000000109,2021-10-31,1050,4,30.46,400,0.0,1071,44
25,30000000109,2021-04-14,1006,2,12.52,300,0.0,1198,15
51,30000000110,2021-02-28,1037,3,10.26,300,1.03,1557,9
87,30000000110,2021-04-11,1008,3,15.13,400,0.0,1053,15
67,30000000110,2021-01-30,1032,4,16.11,400,0.0,1483,5
29,30000000111,2021-11-26,1034,1,2.35,400,0.0,2122,48
31,30000000111,2021-06-28,1030,2,14.06,400,1.41,1266,26
15,30000000111,2021-10-26,1048,1,1.63,400,0.0,1996,43
45,30000000112,2021-02-09,1010,2,17.9,500,1.79,1573,6
73,30000000112,2021-01-01,1009,4,9.02,400,0.0,1134,1
81,30000000112,2021-04-26,1017,3,3.6,500,0.36,925,17
17,30000000113,2021-02-27,1017,2,2.73,400,0.0,1304,9
32,30000000113,2021-03-03,1045,2,3.14,400,0.0,1009,9
40,30000000113,2021-09-26,1005,2,6.48,300,0.0,1122,39
80,30000000114,2021-09-28,1010,4,9.02,300,0.0,1793,39
96,30000000114,2021-08-13,1015,3,10.74,300,0.0,1988,33
11,30000000114,2021-02-13,1019,3,16.46,300,0.0,1815,7
95,30000000115,2021-11-17,1048,4,18.28,500,0.0,1240,46
80,30000000115,2021-07-10,1010,4,31.29,300,3.13,1391,28
30,30000000115,2021-12-10,1011,3,18.1,500,0.0,1027,50
27,30000000116,2021-11-24,1004,2,17.35,300,0.0,1729,47
67,30000000116,2021-10-05,1003,2,28.01,300,0.0,1676,40
66,30000000116,2021-09-20,1020,3,38.04,400,0.0,1778,38
87,30000000117,2021-09-08,1031,3,19.03,300,0.0,1361,36
85,30000000117,2021-05-07,1025,3,10.59,300,1.06,1725,19
16,30000000117,2021-04-04,1019,4,12.89,300,1.29,1121,14
54,30000000118,2021-05-02,1038,2,12.85,300,0.0,1437,18
90,30000000118,2021-12-22,1046,3,14.93,500,0.0,1013,51
57,30000000118,2021-05-19,1017,3,21.72,500,0.0,1528,20
66,30000000119,2021-05-06,1011,4,52.84,400,0.0,1999,18
100,30000000119,2021-08-01,1043,3,18.36,400,0.0,2046,31
52,30000000119,2021-05-16,1004,2,15.21,400,0.0,1202,20
77,30000000120,2021-03-14,1010,2,29.87,300,2.99,1040,11
26,30000000120,2021-08-28,1032,4,32.77,400,0.0,1388,35
97,30000000120,2021-02-15,1031,2,15.36,400,0.0,2072,7
73,30000000121,2021-09-23,1030,2,2.91,400,0.29,1190,38
12,30000000121,2021-10-19,1005,3,6.68,500,0.0,833,42
70,30000000121,2021-09-15,1026,3,38.71,500,0.0,985,37
7,30000000122,2021-07-28,1009,3,12.87,500,0.0,856,30
52,30000000122,2021-08-14,1011,2,17.88,500,0.0,1323,33
50,30000000122,2021-05-25,1016,4,8.7,500,0.0,923,21
86,30000000123,2021-09-20,1021,2,5.85,400,0.0,2018,38
25,30000000123,2021-12-11,1025,2,17.17,400,0.0,1961,50
19,30000000123,2021-08-16,1001,3,20.1,300,0.0,1595,33
4,30000000124,2021-06-02,1021,3,10.49,500,0.0,1706,22
6,30000000124,2021-10-26,1049,3,13.85,300,1.39,1416,43
71,30000000124,2021-05-06,1033,3,3.43,400,0.34,1139,18
86,30000000125,2021-10-12,1044,1,6.57,400,0.0,1290,41
98,30000000125,2021-07-28,1034,1,5.46,500,0.55,1812,30
13,30000000125,2021-08-09,1032,2,17.94,500,0.0,1434,32
29,30000000126,2021-01-23,1043,1,9.27,400,0.93,1356,4
51,30000000126,2021-11-05,1011,3,10.59,500,1.06,1109,45
40,30000000126,2021-04-04,1036,3,18.44,500,0.0,2072,14
71,30000000127,2021-03-11,1012,3,11.36,500,1.14,1054,10
68,30000000127,2021-06-21,1031,2,8.33,500,0.0,1720,25
21,30000000127,2021-08-28,1014,3,29.95,300,0.0,1910,35
25,30000000128,2021-01-04,1045,1,2.37,500,0.0,2185,1
56,30000000128,2021-09-27,1024,3,42.24,400,0.0,1780,39
1,30000000128,2021-09-09,1030,4,7.92,400,0.79,1682,36
74,30000000129,2021-07-22,1031,3,26.87,400,0.0,1227,29
99,30000000129,2021-12-07,1015,1,1.37,400,0.0,1563,49
36,30000000129,2021-06-07,1012,1,1.52,400,0.0,1157,23
71,30000000130,2021-01-21,1022,4,8.42,400,0.84,1411,3
55,30000000130,2021-06-19,1021,2,15.06,500,0.0,1478,25
84,30000000130,2021-07-06,1045,4,21.45,500,0.0,1747,27
93,30000000131,2021-12-10,1040,3,24.25,500,0.0,1772,50
54,30000000131,2021-05-23,1040,4,36.51,400,3.65,1697,21
61,30000000131,2021-06-02,1018,3,19.25,500,0.0,1079,22
38,30000000132,2021-05-30,1007,1,8.16,400,0.82,1899,22
16,30000000132,2021-09-01,1005,3,33.61,300,0.0,906,35
20,30000000132,2021-02-05,1006,3,13.1,300,1.31,892,6
5,30000000133,2021-08-21,1028,4,21.21,300,0.0,1606,34
41,30000000133,2021-12-22,1020,3,24.37,300,2.44,2082,51
51,30000000133,2021-02-15,1001,4,28.43,400,0.0,2160,7
99,30000000134,2021-02-18,1032,1,5.85,400,0.0,1081,7
71,30000000134,2021-01-03,1040,3,9.37,500,0.0,1091,1
86,30000000134,2021-03-15,1041,2,16.89,400,0.0,1662,11
83,30000000135,2021-02-24,1044,4,36.18,500,0.0,1601,8
41,30000000135,2021-03-10,1029,2,11.42,300,0.0,1855,10
83,30000000135,2021-05-01,1023,3,5.42,300,0.0,1863,18
